管理番号,登録年月日,設計書コード,実施年度,管轄土木事務所,管轄事務所コード,ボーリング業者,市町村,市町村コード,大字,ボーリング名,完了,ボーリング連番,採取日,緯度_度,緯度_分,緯度_秒,経度_度,経度_分,経度_秒,測地系,孔口標高（m）,掘進長（m）,柱状図区分,関連ファイル名,緯度(10進),経度(10進),市町村(逆ジオコード),区域(逆ジオコード)
12603038009,2015/07/10,126030380,平成26年度,栃木県日光土木事務所,03,第一測工株式会社,,09206,中宮祠,BS-7,2015/07/03,9,2015-3-26,36,44,31.0200,139,29,34.1300,1,1308.90,5.00,土質,12603038009.pdf,36.74195,139.49281389,日光市,中宮祠
12603039601,2015/10/05,126030396,平成26年度,栃木県日光土木事務所,03,パスキン工業株式会社,,09383,若間,H26 BV-1,2015/10/01,0001,2015-8-17,36,51,59.6600,139,33,16.1500,1,792.21,10.45,岩盤,12603039601.pdf,36.86657222,139.55448611,日光市,
12603039602,2015/10/05,126030396,平成26年度,栃木県日光土木事務所,03,パスキン工業株式会社,,09383,若間,H26 BV-2,2015/10/01,0002,2015-8-7,36,51,49.0900,139,33,50.7400,1,804.95,25.70,岩盤,12603039602.pdf,36.86363611,139.56409444,日光市,
12603039603,2015/10/05,126030396,平成26年度,栃木県日光土木事務所,03,パスキン工業株式会社,,09383,若間,H26 BV-3,2015/10/01,0003,2015-7-24,36,51,47.9100,139,33,50.0900,1,796.41,16.50,岩盤,12603039603.pdf,36.86330833,139.56391389,日光市,
12603039604,2015/10/05,126030396,平成26年度,栃木県日光土木事務所,03,パスキン工業株式会社,,09383,若間,H26 BV-4,2015/10/01,0004,2015-7-11,36,51,46.4800,139,33,51.3600,1,788.43,11.00,岩盤,12603039604.pdf,36.86291111,139.56426667,日光市,
12603039605,2015/10/05,126030396,平成26年度,栃木県日光土木事務所,03,パスキン工業株式会社,,09383,若間,H26 BV-5,2015/10/01,0005,2015-8-11,36,51,43.1200,139,33,58.6800,1,781.77,4.50,岩盤,12603039605.pdf,36.86197778,139.5663,日光市,
12603039606,2015/10/05,126030396,平成26年度,栃木県日光土木事務所,03,パスキン工業株式会社,,09383,若間,H26 BV-6,2015/10/01,0006,2015-8-20,36,51,43.8000,139,33,58.9600,1,794.46,10.01,岩盤,12603039606.pdf,36.86216667,139.56637778,日光市,
12603039607,2015/10/05,126030396,平成26年度,栃木県日光土木事務所,03,パスキン工業株式会社,,09383,若間,H26 BV-7,2015/10/01,0007,2015-8-24,36,51,43.2600,139,34,04.6000,1,770.36,6.03,岩盤,12603039607.pdf,36.86201667,139.56794444,日光市,
12604031101,2015/07/15,126040311,平成26年度,栃木県真岡土木事務所,04,日本測地株式会社,,09343,山内甲,B-1(本堤中央部),2015/06/30,0001,2015-6-8,36,36,17.3000,140,13,55.8000,1,167.26,6.00,岩盤,12604031101.pdf,36.60480556,140.23216667,茂木町,山内
12604031102,2015/07/15,126040311,平成26年度,栃木県真岡土木事務所,04,日本測地株式会社,,09343,山内甲,B-2(右岸袖部),2015/06/30,0002,2015-6-12,36,36,16.8000,140,13,56.0000,1,173.27,7.00,岩盤,12604031102.pdf,36.60466667,140.23222222,茂木町,山内
12605022801,2015/04/20,126050228,平成26年度,栃木県栃木土木事務所,05,株式会社中央土木工学研究所,,09208,押切,H26No.1,2015/03/10,0001,2015-2-19,36,18,20.7383,139,44,12.4352,1,21.82,10.00,土質,12605022801.pdf,36.30576064,139.73678756,小山市,下泉
12605022802,2015/04/20,126050228,平成26年度,栃木県栃木土木事務所,05,株式会社中央土木工学研究所,,09208,押切,H26No.2,2015/03/10,0002,2015-2-17,36,18,29.4965,139,44,20.7780,1,21.91,10.00,土質,12605022802.pdf,36.30819347,139.739105,小山市,下河原田
12605044001,2015/06/03,126050440,平成26年度,栃木県栃木土木事務所,05,株式会社アーステック,,09363,小金井,B-1,2015/05/29,0001,2015-3-31,36,23,49.6100,139,51,00.6700,1,52.80,6.45,土質,12605044001.pdf,36.39711389,139.85018611,下野市,笹原
12605044002,2015/06/03,126050440,平成26年度,栃木県栃木土木事務所,05,株式会社アーステック,,09363,小金井,B-2,2015/05/29,0002,2015-4-2,36,23,48.9000,139,51,02.3000,1,53.01,11.17,土質,12605044002.pdf,36.39691667,139.85063889,下野市,笹原
12606026601,2015/04/08,126060266,平成26年度,栃木県矢板土木事務所,06,芙蓉地質株式会社,,09384,道谷原,No.1,2015/03/25,0001,2015-2-14,36,46,09.1000,139,45,15.5000,1,288.74,5.02,岩盤,12606026601.pdf,36.76919444,139.75430556,塩谷町,船生
12606026602,2015/04/08,126060266,平成26年度,栃木県矢板土木事務所,06,芙蓉地質株式会社,,09384,道谷原,No.2,2015/03/25,0002,2015-2-10,36,46,09.1000,139,45,14.1000,1,296.18,14.02,土質,12606026602.pdf,36.76919444,139.75391667,塩谷町,船生
12607035701,2015/05/13,126070357,平成26年度,栃木県大田原土木事務所,07,パスキン工業株式会社,,09407,大畑,BV-1(左岸),2015/05/08,0001,2015-4-3,36,59,58.4500,140,13,05.4100,1,348.94,9.00,土質,12607035701.pdf,36.99956944,140.21816944,那須町,
12607035702,2015/05/13,126070357,平成26年度,栃木県大田原土木事務所,07,パスキン工業株式会社,,09407,大畑,BV-2(右岸),2015/05/08,0002,2015-4-10,36,59,59.0900,140,13,05.2600,1,348.13,9.00,土質,12607035702.pdf,36.99974722,140.21812778,那須町,
12607037201,2015/07/08,126070372,平成26年度,栃木県大田原土木事務所,07,第一測工株式会社,,09407,上郷,BV-1,2015/07/03,1,2015-4-17,36,57,50.7300,140,11,01.9400,1,262.83,10.04,土質,12607037201.pdf,36.96409167,140.18387222,那須町,
12607037202,2015/07/08,126070372,平成26年度,栃木県大田原土木事務所,07,第一測工株式会社,,09407,上郷,BV-2,2015/07/03,2,2015-4-23,36,57,50.5400,140,11,02.3100,1,263.64,11.00,土質,12607037202.pdf,36.96403889,140.183975,那須町,
12608024301,2015/08/11,126080243,平成26年度,栃木県烏山土木事務所,08,株式会社中央土木工学研究所,,09403,光崎,No.1孔,2015/08/07,0001,2015-6-26,36,44,28.5085,140,14,50.9968,1,212.88,5.00,岩盤,12608024301.pdf,36.74125236,140.24749911,那珂川町,
12608024302,2015/08/11,126080243,平成26年度,栃木県烏山土木事務所,08,株式会社中央土木工学研究所,,09403,光崎,No.2孔,2015/08/07,0002,2015-6-22,36,44,29.4746,140,14,52.1999,1,237.40,5.00,岩盤,12608024302.pdf,36.74152072,140.24783331,那珂川町,
12608024303,2015/08/11,126080243,平成26年度,栃木県烏山土木事務所,08,株式会社中央土木工学研究所,,09403,光崎,No.3孔,2015/08/07,0003,2015-6-25,36,44,22.6995,140,15,00.9156,1,217.73,8.00,岩盤,12608024303.pdf,36.73963875,140.25025433,那珂川町,
12608024304,2015/08/11,126080243,平成26年度,栃木県烏山土木事務所,08,株式会社中央土木工学研究所,,09403,光崎,No.4孔,2015/08/07,0004,2015-6-20,36,44,24.0520,140,15,00.9690,1,246.06,5.00,岩盤,12608024304.pdf,36.74001444,140.25026917,那珂川町,
12610015801,2015/06/03,126100158,平成26年度,栃木県安足土木事務所,10,芙蓉地質株式会社,,09204,,No.1,2015/03/10,0001,2014-8-26,36,21,20.0000,139,34,41.3000,1,53.17,7.45,土質,12610015801.pdf,36.35555556,139.57813889,佐野市,吉水町
12610015802,2015/06/03,126100158,平成26年度,栃木県安足土木事務所,10,芙蓉地質株式会社,,09204,,No.2,2015/03/10,0002,2014-8-29,36,21,15.1000,139,34,39.3000,1,52.51,7.45,土質,12610015802.pdf,36.35419444,139.57758333,佐野市,吉水町
12610029801,2015/08/11,126100298,平成26年度,栃木県安足土木事務所,10,株式会社中央土木工学研究所,,09202,,B-1,2015/05/29,0001,2015-2-21,36,20,28.5597,139,25,37.4861,1,58.60,5.00,岩盤,12610029801.pdf,36.34126658,139.42707947,足利市,五十部町
12610029802,2015/08/11,126100298,平成26年度,栃木県安足土木事務所,10,株式会社中央土木工学研究所,,09202,,B-2,2015/05/29,0002,2015-2-13,36,20,29.0218,139,25,38.0767,1,62.27,5.00,岩盤,12610029802.pdf,36.34139494,139.42724353,足利市,五十部町
12610029803,2015/08/11,126100298,平成26年度,栃木県安足土木事務所,10,株式会社中央土木工学研究所,,09202,,B-3,2015/05/29,0003,2015-2-18,36,20,28.8960,139,25,38.1683,1,58.92,4.00,岩盤,12610029803.pdf,36.34136,139.42726897,足利市,五十部町
12610029804,2015/08/11,126100298,平成26年度,栃木県安足土木事務所,10,株式会社中央土木工学研究所,,09202,,B-4,2015/05/29,0004,2015-3-17,36,20,30.1772,139,25,40.9053,1,65.43,8.00,岩盤,12610029804.pdf,36.34171589,139.42802925,足利市,今福町
12610029805,2015/08/11,126100298,平成26年度,栃木県安足土木事務所,10,株式会社中央土木工学研究所,,09202,,B-5,2015/05/29,0005,2015-4-3,36,20,31.6394,139,25,42.5838,1,76.62,5.00,岩盤,12610029805.pdf,36.34212206,139.4284955,足利市,今福町
12610029806,2015/08/11,126100298,平成26年度,栃木県安足土木事務所,10,株式会社中央土木工学研究所,,09202,,B-6,2015/05/29,0006,2015-3-30,36,20,32.3935,139,25,43.7307,1,75.89,5.00,岩盤,12610029806.pdf,36.34233153,139.42881408,足利市,今福町
12610029807,2015/08/11,126100298,平成26年度,栃木県安足土木事務所,10,株式会社中央土木工学研究所,,09202,,B-7,2015/05/29,0007,2015-3-26,36,20,32.8014,139,25,44.3796,1,76.50,5.00,岩盤,12610029807.pdf,36.34244483,139.42899433,足利市,今福町
12610029808,2015/08/11,126100298,平成26年度,栃木県安足土木事務所,10,株式会社中央土木工学研究所,,09202,,B-8,2015/05/29,0008,2015-3-21,36,20,32.9920,139,25,45.2205,1,74.15,5.00,岩盤,12610029808.pdf,36.34249778,139.42922792,足利市,今福町
12610037101,2015/04/02,126100371,平成26年度,栃木県安足土木事務所,10,株式会社フジタ地質,,09204,,NO.B-1,2015/03/25,0001,2015-2-27,36,23,27.0000,139,33,47.0000,1,102.41,10.00,土質,12610037101.pdf,36.39083333,139.56305556,佐野市,岩崎町
12610037102,2015/04/02,126100371,平成26年度,栃木県安足土木事務所,10,株式会社フジタ地質,,09204,,NO.B-3,2015/03/25,0002,2015-3-5,36,23,26.0000,139,33,46.0000,1,107.20,8.00,土質,12610037102.pdf,36.39055556,139.56277778,佐野市,岩崎町
12610037103,2015/04/02,126100371,平成26年度,栃木県安足土木事務所,10,株式会社フジタ地質,,09204,,NO.B-4,2015/03/25,0003,2015-3-5,36,23,28.0000,139,33,49.0000,1,105.82,14.00,土質,12610037103.pdf,36.39111111,139.56361111,佐野市,岩崎町
12610045401,2015/09/10,126100454,平成26年度,栃木県安足土木事務所,10,芙蓉地質株式会社,,09202,,BV-1,2015/07/28,0001,2015-5-18,36,21,00.3000,139,26,34.7000,1,84.52,14.01,土質,12610045401.pdf,36.35008333,139.44297222,足利市,西宮町
12610045402,2015/09/10,126100454,平成26年度,栃木県安足土木事務所,10,芙蓉地質株式会社,,09202,,BV-2,2015/07/28,0002,2015-5-25,36,20,57.9400,139,26,33.0400,1,71.54,5.01,岩盤,12610045402.pdf,36.34942778,139.44251111,足利市,西宮町
12610045403,2015/09/10,126100454,平成26年度,栃木県安足土木事務所,10,芙蓉地質株式会社,,09202,,BV-3,2015/07/28,0003,2015-5-21,36,20,58.0000,139,26,33.6000,1,83.55,6.02,土質,12610045403.pdf,36.34944444,139.44266667,足利市,西宮町
12610045404,2015/09/10,126100454,平成26年度,栃木県安足土木事務所,10,芙蓉地質株式会社,,09202,,BV-4,2015/07/28,0004,2015-5-12,36,20,53.9000,139,26,36.4000,1,65.67,13.03,土質,12610045404.pdf,36.34830556,139.44344444,足利市,西宮町
12610045405,2015/09/10,126100454,平成26年度,栃木県安足土木事務所,10,芙蓉地質株式会社,,09202,,BV-5,2015/07/28,0005,2015-5-15,36,20,54.1000,139,26,36.4000,1,74.99,13.00,土質,12610045405.pdf,36.34836111,139.44344444,足利市,西宮町
12610045406,2015/09/10,126100454,平成26年度,栃木県安足土木事務所,10,芙蓉地質株式会社,,09202,,BV-6,2015/07/28,0006,2015-5-22,36,20,54.4000,139,26,40.1000,1,79.85,8.00,土質,12610045406.pdf,36.34844444,139.44447222,足利市,西宮町
12701022501,2016/01/29,127010225,平成27年度,栃木県宇都宮土木事務所,01,芙蓉地質株式会社,,09201,大曽1丁目,B-No.1,2016/01/18,0001,2015-12-26,36,34,12.0000,139,53,17.0000,1,119.40,7.04,土質,12701022501.pdf,36.57,139.88805556,宇都宮市,大曽
12702009201,2016/01/13,127020092,平成27年度,栃木県鹿沼土木事務所,02,株式会社中央土木工学研究所,,09205,,Br.1,2015/10/16,0001,2015-11-16,36,32,39.9527,139,40,45.5459,1,199.52,8.00,岩盤,12702009201.pdf,36.54443131,139.67931831,鹿沼市,
12702009202,2016/01/13,127020092,平成27年度,栃木県鹿沼土木事務所,02,株式会社中央土木工学研究所,,09205,,Br.2,2015/10/16,0002,2015-11-25,36,32,38.8683,139,40,45.0082,1,163.74,13.00,岩盤,12702009202.pdf,36.54413008,139.67916894,鹿沼市,
12702012601,2015/11/11,127020126,平成27年度,栃木県鹿沼土木事務所,02,福原地質基礎株式会社,,09205,千渡北,NO.B-1,2015/11/05,0001,2015-11-5,36,34,24.7700,139,46,39.9600,1,149.63,13.40,土質,12702012601.pdf,36.57354722,139.77776667,鹿沼市,千渡
12702012602,2015/11/11,127020126,平成27年度,栃木県鹿沼土木事務所,02,福原地質基礎株式会社,,09205,千渡北,NO.B-2,2015/11/05,0002,2015-11-5,36,34,23.2000,139,46,40.4300,1,150.25,12.39,土質,12702012602.pdf,36.57311111,139.77789722,鹿沼市,千渡
12702013401,2016/01/25,127020134,平成27年度,栃木県鹿沼土木事務所,02,須田地下工機株式会社,,09205,千渡,B-NO.1,2016/01/19,0001,2015-12-22,36,33,56.0000,139,47,35.0000,1,136.76,10.32,土質,12702013401.pdf,36.56555556,139.79305556,鹿沼市,千渡
12702013402,2016/01/25,127020134,平成27年度,栃木県鹿沼土木事務所,02,須田地下工機株式会社,,09205,千渡,B-NO.2,2016/01/19,0002,2015-12-26,36,33,55.0000,139,47,34.0000,1,139.67,12.35,土質,12702013402.pdf,36.56527778,139.79277778,鹿沼市,千渡
12702013403,2016/01/25,127020134,平成27年度,栃木県鹿沼土木事務所,02,須田地下工機株式会社,,09205,千渡,B-NO.3,2016/01/19,0003,2015-12-17,36,33,56.0000,139,47,36.0000,1,136.51,10.40,土質,12702013403.pdf,36.56555556,139.79333333,鹿沼市,千渡
12702013404,2016/01/25,127020134,平成27年度,栃木県鹿沼土木事務所,02,須田地下工機株式会社,,09205,千渡,B-NO.4,2016/01/19,0004,2015-12-7,36,33,56.0000,139,47,37.0000,1,136.33,10.44,土質,12702013404.pdf,36.56555556,139.79361111,鹿沼市,千渡
12702013405,2016/01/25,127020134,平成27年度,栃木県鹿沼土木事務所,02,須田地下工機株式会社,,09205,千渡,B-NO.5,2016/01/19,0005,2015-12-10,36,33,56.0000,139,47,38.0000,1,136.48,10.11,土質,12702013405.pdf,36.56555556,139.79388889,鹿沼市,千渡
12702034101,2016/03/25,127020341,平成27年度,栃木県鹿沼土木事務所,02,国土防災技術株式会社,,09205,日吉,BV-1,2016/02/03,0001,2015-12-23,36,34,02.2000,139,43,37.0000,1,161.28,10.00,地すべり,12702034101.pdf,36.56727778,139.72694444,鹿沼市,日吉町
12702034102,2016/03/25,127020341,平成27年度,栃木県鹿沼土木事務所,02,国土防災技術株式会社,,09205,日吉,BV-2,2016/02/03,0002,2015-12-19,36,34,02.7000,139,43,37.3000,1,168.94,14.00,地すべり,12702034102.pdf,36.56741667,139.72702778,鹿沼市,日吉町
12702034103,2016/03/25,127020341,平成27年度,栃木県鹿沼土木事務所,02,国土防災技術株式会社,,09205,日吉,BV-3,2016/02/03,0003,2015-12-12,36,34,03.5000,139,43,38.2000,1,174.75,10.00,地すべり,12702034103.pdf,36.56763889,139.72727778,鹿沼市,日吉町
12703006001,2015/09/14,127030060,平成27年度,栃木県日光土木事務所,03,福原地質基礎株式会社,,09206,東小来川,NO.B-1,2015/08/28,0001,2015-8-28,36,40,40.3200,139,37,32.7400,1,363.74,6.05,岩盤,12703006001.pdf,36.67786667,139.62576111,日光市,
12703006002,2015/09/14,127030060,平成27年度,栃木県日光土木事務所,03,福原地質基礎株式会社,,09206,東小来川,NO.B-2,2015/08/28,0002,2015-8-14,36,40,40.3600,139,37,33.1600,1,372.09,12.06,岩盤,12703006002.pdf,36.67787778,139.62587778,日光市,
12703007401,2015/12/18,127030074,平成27年度,栃木県日光土木事務所,03,須田地下工機株式会社,,09206,高徳,NO.2,2015/12/15,0001,2015-9-14,36,46,59.0000,139,42,46.0000,1,339.53,10.00,岩盤,12703007401.pdf,36.78305556,139.71277778,日光市,高徳
12703007402,2015/12/18,127030074,平成27年度,栃木県日光土木事務所,03,須田地下工機株式会社,,09206,高徳,NO.3,2015/12/15,0002,2015-11-6,36,47,03.0000,139,42,47.0000,1,352.65,11.00,岩盤,12703007402.pdf,36.78416667,139.71305556,日光市,高徳
12703011701,2015/10/09,127030117,平成27年度,栃木県日光土木事務所,03,第一測工株式会社,,09206,平ヶ崎東,H27-NO.1,2015/09/30,1,2015-8-27,36,42,35.7500,139,40,37.6500,1,394.42,5.80,岩盤,12703011701.pdf,36.70993056,139.677125,日光市,平ケ崎
12703011702,2015/10/09,127030117,平成27年度,栃木県日光土木事務所,03,第一測工株式会社,,09206,平ヶ崎東,H27-NO.3,2015/09/30,2,2015-8-20,36,42,35.2400,139,40,40.1200,1,398.71,14.00,岩盤,12703011702.pdf,36.70978889,139.67781111,日光市,平ケ崎
12703011703,2015/10/09,127030117,平成27年度,栃木県日光土木事務所,03,第一測工株式会社,,09206,平ヶ崎東,H27-NO.4,2015/09/30,3,2015-8-25,36,42,36.8300,139,40,41.1100,1,401.68,8.10,岩盤,12703011703.pdf,36.71023056,139.67808611,日光市,平ケ崎
12703011704,2015/10/09,127030117,平成27年度,栃木県日光土木事務所,03,第一測工株式会社,,09206,平ヶ崎東,H27-NO.5,2015/09/30,4,2015-8-31,36,42,36.1500,139,40,41.4400,1,395.71,6.70,岩盤,12703011704.pdf,36.71004167,139.67817778,日光市,平ケ崎
12703011705,2015/10/09,127030117,平成27年度,栃木県日光土木事務所,03,第一測工株式会社,,09206,平ヶ崎東,H27-NO.6,2015/09/30,5,2015-9-4,36,42,35.0000,139,40,39.0000,1,393.05,15.00,岩盤,12703011705.pdf,36.70972222,139.6775,日光市,平ケ崎
12703011706,2015/10/09,127030117,平成27年度,栃木県日光土木事務所,03,第一測工株式会社,,09206,平ヶ崎東,H27-NO.7,2015/09/30,6,2015-9-8,36,42,35.6500,139,40,37.5900,1,388.40,8.60,岩盤,12703011706.pdf,36.70990278,139.67710833,日光市,平ケ崎
12703020801,2016/02/02,127030208,平成27年度,栃木県日光土木事務所,03,パスキン工業株式会社,,09206,砂畑,BV-1,2016/01/27,0001,2015-11-20,36,37,43.8000,139,26,05.4300,1,624.13,19.62,土質,12703020801.pdf,36.62883333,139.43484167,日光市,足尾町砂畑
12703020802,2016/02/02,127030208,平成27年度,栃木県日光土木事務所,03,パスキン工業株式会社,,09206,砂畑,BV-2,2016/01/27,0002,2015-11-13,36,37,44.0100,139,26,05.1500,1,614.97,16.01,土質,12703020802.pdf,36.62889167,139.43476389,日光市,足尾町砂畑
12703020803,2016/02/02,127030208,平成27年度,栃木県日光土木事務所,03,パスキン工業株式会社,,09206,砂畑,BV-3,2016/01/27,0003,2015-12-12,36,38,44.9600,139,27,08.1200,1,660.26,17.00,土質,12703020803.pdf,36.64582222,139.45225556,日光市,足尾町
12703025901,2016/03/24,127030259,平成27年度,栃木県日光土木事務所,03,芙蓉地質株式会社,,09206,藤原,Br.1-1,2016/02/22,0001,2016-2-4,36,51,33.4800,139,43,35.1600,1,449.09,7.06,土質,12703025901.pdf,36.8593,139.72643333,日光市,藤原
